patientid, geneid, expression_value
patient22,69,603635.07
patient22,70,831782.81
patient22,71,1775423.03
patient22,72,12854.46
patient22,73,-147268.44
patient22,74,-43291.77
patient22,75,844798.18
patient22,76,-81734.54
patient22,77,804236.09
patient22,78,789815.11
patient22,79,1682476.34
patient22,80,1278618.78
patient22,81,1097502.21
patient22,82,1585079.91
patient22,83,1746406.53
patient22,84,-68363.75
patient22,85,1869351.72
patient22,86,1137636.36
patient22,87,1915146.23
patient22,88,1860463.93
patient22,89,530936.25
patient22,90,14156.81
patient22,91,-176331.60
patient22,92,995748.11
patient22,93,1811075.60
patient22,94,-131656.55
patient22,95,792892.95
patient22,96,9380.42
patient22,97,48310.39
patient22,98,1521613.36
patient22,99,256498.07
patient23,0,1340770.12
patient23,1,466014.70
patient23,2,1733289.82
patient23,3,419030.08
patient23,4,-36176.07
patient23,5,238696.28
patient23,6,816223.31
patient23,7,-57495.62
patient23,8,1531941.80
patient23,9,1645890.32
patient23,10,1820997.41
patient23,11,1704822.86
patient23,12,995389.19
patient23,13,1603436.30
patient23,14,1976756.25
patient23,15,-85464.11
patient23,16,706104.35
patient23,17,654040.15
patient23,18,1679140.18
patient23,19,997608.79
patient23,20,744687.24
patient23,21,-173108.63
patient23,22,-30179.71
patient23,23,79250.64
patient23,24,166022.12
patient23,25,1936308.27
patient23,26,326990.34
patient23,27,690737.74
patient23,28,204706.88
patient23,29,708633.27
patient23,30,1504141.35
patient23,31,1507304.36
patient23,32,1977799.52
patient23,33,1014786.27
patient23,34,1095966.43
patient23,35,1578171.12
patient23,36,1019612.22
patient23,37,735438.84
patient23,38,4946.39
patient23,39,1630943.02
patient23,40,618261.20
patient23,41,817261.65
patient23,42,775398.30
patient23,43,201521.72
patient23,44,-30238.49
patient23,45,-4952.45
patient23,46,-30782.35
patient23,47,1826442.70
patient23,48,1374410.47
patient23,49,131150.50
patient23,50,76803.99
patient23,51,-90606.18
patient23,52,1469595.03
patient23,53,213231.40
patient23,54,1498606.86
patient23,55,1790046.36
patient23,56,1739413.46
patient23,57,1374707.72
patient23,58,655393.70
patient23,59,-158034.41
patient23,60,1180014.69
patient23,61,1055087.90
patient23,62,404577.23
patient23,63,1948345.20
patient23,64,96789.02
patient23,65,1262970.88
patient23,66,1635038.32
patient23,67,323579.50
patient23,68,1162901.99
patient23,69,785702.78
patient23,70,1529001.48
patient23,71,411972.55
patient23,72,490992.10
patient23,73,655579.71
patient23,74,638278.76
patient23,75,30260.28
patient23,76,1217320.34
patient23,77,1558902.70
patient23,78,-99377.47
patient23,79,1775640.37
patient23,80,261917.42
patient23,81,1374310.90
patient23,82,1648120.10
patient23,83,1764787.01
patient23,84,1384059.64
patient23,85,982685.56
patient23,86,-112405.12
patient23,87,1756402.09
patient23,88,501329.07
patient23,89,-19432.08
patient23,90,1944795.85
patient23,91,1645426.95
patient23,92,13110.13
patient23,93,1923831.03
patient23,94,-2137.20
patient23,95,1027233.70
patient23,96,-109726.13
patient23,97,794496.65
patient23,98,33768.99
patient23,99,1514051.26
patient24,0,671278.80
patient24,1,644192.99
patient24,2,299508.48
patient24,3,1861249.90
patient24,4,1700771.65
patient24,5,627543.94
patient24,6,151185.25
patient24,7,1542716.06
patient24,8,1234449.01
patient24,9,-96513.42
patient24,10,1776579.56
patient24,11,397072.75
patient24,12,1427610.74
patient24,13,1760439.66
patient24,14,-63339.46
patient24,15,1729049.97
patient24,16,-132348.48
patient24,17,1954936.84
patient24,18,1357424.49
patient24,19,474617.27
patient24,20,757056.57
patient24,21,1725466.24
patient24,22,741101.64
patient24,23,484143.19
patient24,24,460501.51
patient24,25,771904.90
patient24,26,1576035.70
patient24,27,804788.05
patient24,28,519406.57
patient24,29,1694709.68
patient24,30,653639.80
patient24,31,1522184.72
patient24,32,335246.76
patient24,33,429262.00
patient24,34,773216.81
patient24,35,446372.92
patient24,36,1491457.40
patient24,37,-156432.63
patient24,38,1550735.60
patient24,39,-160185.81
patient24,40,1837832.78
patient24,41,1461347.40
patient24,42,1419902.12
patient24,43,1331948.29
patient24,44,42030.71
patient24,45,172364.86
patient24,46,805178.77
patient24,47,1770640.43
patient24,48,1332198.45
patient24,49,1205596.55
patient24,50,-30745.85
patient24,51,1805700.36
patient24,52,472192.83
patient24,53,1386947.81
patient24,54,120891.75
patient24,55,780288.92
patient24,56,1962956.81
patient24,57,178927.42
patient24,58,1314931.28
patient24,59,600959.92
patient24,60,714997.25
patient24,61,1972675.17
patient24,62,1276367.37
patient24,63,1620202.09
patient24,64,1196892.22
patient24,65,1338691.35
patient24,66,1347022.83
patient24,67,440378.58
patient24,68,1816179.82
patient24,69,1228366.30
patient24,70,1215021.57
patient24,71,1953288.68
patient24,72,919784.72
patient24,73,1753135.28
patient24,74,1597348.29
patient24,75,339814.92
patient24,76,739576.91
patient24,77,366142.76
patient24,78,509241.31
patient24,79,1329118.66
patient24,80,1165221.21
patient24,81,1086692.42
patient24,82,1807942.74
patient24,83,824242.53
patient24,84,1347741.92
patient24,85,1581671.29
patient24,86,1928769.29
patient24,87,344755.78
patient24,88,932989.17
patient24,89,1588152.40
patient24,90,565328.52
patient24,91,1084660.72
patient24,92,1902237.42
patient24,93,1478162.47
patient24,94,502877.42
patient24,95,602184.17
patient24,96,742150.55
patient24,97,1308047.53
patient24,98,1874055.62
patient24,99,1669893.74
patient25,0,762003.03
patient25,1,1657948.87
patient25,2,800290.35
patient25,3,1867849.10
patient25,4,1172498.93
patient25,5,1611300.00
patient25,6,1609104.68
patient25,7,197128.68
patient25,8,1336628.71
patient25,9,578785.08
patient25,10,1818167.27
patient25,11,1048723.52
patient25,12,1098888.51
patient25,13,1132811.30
patient25,14,1009258.93
patient25,15,-32627.62
patient25,16,1999828.06
patient25,17,1788462.30
patient25,18,-29732.54
patient25,19,1893074.15
patient25,20,330108.65
patient25,21,163136.59
patient25,22,1174255.72
patient25,23,1028881.01
patient25,24,1756853.15
patient25,25,105860.47
patient25,26,156905.30
patient25,27,532774.89
patient25,28,-166587.07
patient25,29,1107683.10
patient25,30,132111.64
patient25,31,1901984.50
patient25,32,565335.24
patient25,33,1174653.45
patient25,34,555539.59
patient25,35,333133.61
patient25,36,1231211.55
patient25,37,1356651.54
patient25,38,1767302.46
patient25,39,241447.76
patient25,40,1448700.42
patient25,41,814227.44
patient25,42,1554871.67
patient25,43,772311.11
patient25,44,-133213.03
patient25,45,1878640.84
patient25,46,234181.01
patient25,47,505286.83
patient25,48,302106.86
patient25,49,958301.11
patient25,50,1513337.32
patient25,51,189650.27
patient25,52,56109.52
patient25,53,302263.24
patient25,54,639180.90
patient25,55,731141.75
patient25,56,267889.38
patient25,57,896015.03
patient25,58,988251.31
patient25,59,1033298.40
patient25,60,1937597.72
patient25,61,398055.18
patient25,62,1857369.03
patient25,63,672607.37
patient25,64,768231.42
patient25,65,-100504.08
patient25,66,1548173.54
patient25,67,534170.74
patient25,68,1494913.20
patient25,69,168894.09
patient25,70,1417318.89
patient25,71,1610376.18
patient25,72,1657013.94
patient25,73,350044.90
patient25,74,822563.88
patient25,75,390674.16
patient25,76,1970297.84
patient25,77,1732048.86
patient25,78,580467.87
patient25,79,272310.60
patient25,80,1411061.96
patient25,81,583692.40
patient25,82,1003102.26
patient25,83,744709.12
patient25,84,1532834.92
patient25,85,346565.93
patient25,86,1333994.02
patient25,87,1791605.79
patient25,88,1841255.40
patient25,89,389969.78
patient25,90,547585.95
patient25,91,1099196.94
patient25,92,1746259.90
patient25,93,1835481.98
patient25,94,1411507.27
patient25,95,13939.79
patient25,96,-127466.76
patient25,97,1366678.74
patient25,98,965995.32
patient25,99,1489996.53
patient26,0,1289125.98
patient26,1,351162.39
patient26,2,-62367.19
patient26,3,682048.31
patient26,4,1667739.00
patient26,5,1313905.78
patient26,6,870482.45
patient26,7,393415.04
patient26,8,997585.59
patient26,9,374076.50
patient26,10,1728101.05
patient26,11,1918215.20
patient26,12,971169.54
patient26,13,1707009.45
patient26,14,-32610.54
patient26,15,410388.43
patient26,16,1342177.01
patient26,17,438991.92
patient26,18,38702.83
patient26,19,417695.04
patient26,20,356404.83
patient26,21,135489.67
patient26,22,423463.37
patient26,23,850802.34
patient26,24,1600101.39
patient26,25,1946343.65
patient26,26,485291.89
patient26,27,1090766.86
patient26,28,1422559.07
patient26,29,1408130.11
patient26,30,624380.60
patient26,31,999895.08
patient26,32,1864341.54
patient26,33,898003.73
patient26,34,1832497.95
patient26,35,615356.11
patient26,36,674188.10
patient26,37,412463.64
patient26,38,809205.58
patient26,39,717450.68
patient26,40,-59008.69
patient26,41,1882033.35
patient26,42,1755586.58
patient26,43,1990871.27
patient26,44,1603377.07
patient26,45,1278034.79
patient26,46,696056.00
patient26,47,-160166.92
patient26,48,-74703.46
patient26,49,1177017.87
patient26,50,1370357.80
patient26,51,213294.77
patient26,52,-39036.56
patient26,53,-79489.78
patient26,54,212575.86
patient26,55,2003151.56
patient26,56,-26876.84
patient26,57,1628933.72
patient26,58,729557.88
patient26,59,1646306.95
patient26,60,244111.61
patient26,61,1375579.49
patient26,62,1933286.48
patient26,63,953697.73
patient26,64,830201.18
patient26,65,810987.98
patient26,66,1709330.44
patient26,67,1044075.37
patient26,68,541025.92
patient26,69,391790.13
patient26,70,976215.27
patient26,71,1123558.93
patient26,72,-63603.66
patient26,73,1755861.56
patient26,74,748177.92
patient26,75,1334048.68
patient26,76,1149670.48
patient26,77,566745.37
patient26,78,-73699.13
patient26,79,895407.97
patient26,80,1145729.31
patient26,81,1172208.38
patient26,82,117775.70
patient26,83,879216.35
patient26,84,803389.12
patient26,85,-97035.97
patient26,86,679754.32
patient26,87,304568.13
patient26,88,-92870.42
patient26,89,1674626.39
patient26,90,1067906.99
patient26,91,352740.26
patient26,92,1376474.89
patient26,93,1597214.80
patient26,94,1477524.94
patient26,95,1397123.42
patient26,96,716062.52
patient26,97,885354.16
patient26,98,692381.00
patient26,99,1088887.20
patient27,0,748239.08
patient27,1,279287.17
patient27,2,1288830.35
patient27,3,697419.73
patient27,4,1573717.98
patient27,5,1528650.55
patient27,6,154192.56
patient27,7,626603.19
patient27,8,440747.69
patient27,9,1881564.82
patient27,10,1809085.03
patient27,11,609313.64
patient27,12,1699974.23
patient27,13,775428.41
patient27,14,814768.22
patient27,15,523905.80
patient27,16,927938.56
patient27,17,429186.39
patient27,18,1142267.82
patient27,19,1114166.80
patient27,20,469393.38
patient27,21,711960.55
patient27,22,1203960.96
patient27,23,503417.93
patient27,24,1643031.28
patient27,25,-107793.89
patient27,26,240763.84
patient27,27,1282163.78
patient27,28,263479.21
patient27,29,1606255.90
patient27,30,1405758.35
patient27,31,1384422.75
patient27,32,296766.71
patient27,33,224174.35
patient27,34,1668812.34
patient27,35,1889081.11
patient27,36,1495692.99
patient27,37,-26084.76
patient27,38,1064622.63
patient27,39,309822.80
patient27,40,1565074.49
patient27,41,1356453.38
patient27,42,1310427.11
patient27,43,340063.25
patient27,44,1987491.87
patient27,45,1034495.53
patient27,46,-15102.55
patient27,47,-142049.47
patient27,48,464376.22
patient27,49,314434.10
patient27,50,1038592.91
patient27,51,575257.72
patient27,52,1641186.76
patient27,53,1476959.34
patient27,54,970614.91
patient27,55,218591.78
patient27,56,399958.43
patient27,57,887220.30
patient27,58,226283.69
patient27,59,1046801.86
patient27,60,1769880.58
patient27,61,1673259.28
patient27,62,81665.51
patient27,63,267808.67
patient27,64,1036063.90
patient27,65,958580.51
patient27,66,381888.62
patient27,67,1475471.79
patient27,68,1669666.67
patient27,69,457775.49
patient27,70,245315.14
patient27,71,1777852.70
patient27,72,1739247.04
patient27,73,-71353.87
patient27,74,1849259.29
patient27,75,1872019.15
patient27,76,372106.98
patient27,77,62396.39
patient27,78,926791.67
patient27,79,736346.11
patient27,80,1734677.23
patient27,81,1562295.52
patient27,82,1877196.24
patient27,83,1774261.11
patient27,84,1919298.54
patient27,85,791364.64
patient27,86,819109.48
patient27,87,1743466.26
patient27,88,611537.06
patient27,89,734363.52
patient27,90,1167746.65
patient27,91,-4336.70
patient27,92,707964.03
patient27,93,1126211.11
patient27,94,984446.98
patient27,95,1618968.99
patient27,96,-29921.16
patient27,97,604743.35
patient27,98,1653489.97
patient27,99,1219082.94
patient28,0,1154443.85
patient28,1,-72550.24
patient28,2,1577313.60
patient28,3,1252705.20
patient28,4,145084.34
patient28,5,1126794.52
patient28,6,1925634.72
patient28,7,754407.45
patient28,8,1385604.59
patient28,9,1226452.95
patient28,10,1731173.58
patient28,11,540261.11
patient28,12,1393703.80
patient28,13,510614.11
patient28,14,1409843.69
patient28,15,267958.81
patient28,16,104706.61
patient28,17,1920031.64
patient28,18,168394.52
patient28,19,1558651.84
patient28,20,567064.13
patient28,21,1950464.14
patient28,22,274015.26
patient28,23,1911347.47
patient28,24,19334.17
patient28,25,1995131.97
patient28,26,1425990.83
patient28,27,1957715.39
patient28,28,223936.35
patient28,29,1074812.83
patient28,30,1653336.34
patient28,31,150649.39
patient28,32,1879183.85
patient28,33,197544.16
patient28,34,1077651.53
patient28,35,844818.33
patient28,36,1984967.87
patient28,37,597158.13
patient28,38,911683.61
patient28,39,1458015.38
patient28,40,-181126.26
patient28,41,-19480.69
patient28,42,-120700.39
patient28,43,899402.53
patient28,44,1828991.67
patient28,45,1235804.77
patient28,46,1202386.14
patient28,47,546108.51
patient28,48,491537.52
patient28,49,439777.79
patient28,50,988714.57
patient28,51,1870098.77
patient28,52,1404863.14
patient28,53,1637711.04
patient28,54,84478.17
patient28,55,1330362.92
patient28,56,497458.67
patient28,57,1632856.31
patient28,58,946133.15
patient28,59,1660735.36
patient28,60,1058490.56
patient28,61,1719372.02
patient28,62,1467459.28
patient28,63,1418259.39
patient28,64,1229738.74
patient28,65,1818407.52
patient28,66,1250487.36
patient28,67,1836775.43
patient28,68,224151.08
patient28,69,392434.58
patient28,70,1346409.44
patient28,71,1356895.10
patient28,72,1467369.32
patient28,73,1914775.25
patient28,74,327789.63
patient28,75,855496.41
patient28,76,-139499.71
patient28,77,1568773.23
patient28,78,-183325.80
patient28,79,57484.75
patient28,80,574601.91
patient28,81,1460504.54
patient28,82,1701745.63
patient28,83,224558.99
patient28,84,333514.52
patient28,85,1956.90
patient28,86,364148.31
patient28,87,50025.20
patient28,88,1966060.70
patient28,89,1767146.62
patient28,90,439340.09
patient28,91,1133177.10
patient28,92,1565230.69
patient28,93,1947068.21
patient28,94,990078.73
patient28,95,1068536.53
patient28,96,942586.04
patient28,97,1552773.32
patient28,98,1991936.70
patient28,99,1099881.42
patient29,0,919349.76
patient29,1,595655.17
patient29,2,305788.04
patient29,3,1057575.50
patient29,4,796596.71
patient29,5,737859.89
patient29,6,63314.96
patient29,7,1491666.26
patient29,8,1893733.96
patient29,9,247921.10
patient29,10,816086.70
patient29,11,1564384.82
patient29,12,-60445.88
patient29,13,120219.98
patient29,14,582606.23
patient29,15,480758.60
patient29,16,438262.12
patient29,17,1542579.73
patient29,18,1442421.34
patient29,19,136603.67
patient29,20,582975.24
patient29,21,598939.24
patient29,22,1098437.18
patient29,23,1714723.00
patient29,24,1927417.52
patient29,25,54645.27
patient29,26,626154.90
patient29,27,203743.43
patient29,28,-67790.71
patient29,29,327340.61
patient29,30,660219.28
patient29,31,989256.76
patient29,32,1079717.82
patient29,33,1334750.63
patient29,34,793118.17
patient29,35,1943716.65
patient29,36,1316977.10
patient29,37,592762.75
patient29,38,396887.50
patient29,39,1664165.63
patient29,40,366910.01
patient29,41,955908.44
patient29,42,217215.04
patient29,43,197813.65
patient29,44,584482.92
patient29,45,63698.63
patient29,46,1096663.62
patient29,47,1806257.98
patient29,48,1543335.96
patient29,49,366341.97
patient29,50,387224.21
patient29,51,472560.29
patient29,52,1440449.55
patient29,53,49578.85
patient29,54,79036.96
patient29,55,1922969.74
patient29,56,458587.54
patient29,57,761425.21
patient29,58,47015.29
patient29,59,1894326.31
patient29,60,358262.94
patient29,61,304375.37
patient29,62,157494.28
patient29,63,-138942.70
patient29,64,1690837.60
patient29,65,183909.35
patient29,66,1921601.49
patient29,67,240577.40
patient29,68,95736.09
patient29,69,184607.10
patient29,70,413184.30
patient29,71,1221206.98
patient29,72,1031370.66
patient29,73,1484195.81
patient29,74,701162.10
patient29,75,1554747.18
patient29,76,953402.58
patient29,77,539482.14
patient29,78,718047.96
patient29,79,1685249.94
patient29,80,192208.53
patient29,81,243238.40
patient29,82,72274.14
patient29,83,956507.39
patient29,84,778649.84
patient29,85,676762.69
patient29,86,1315189.85
patient29,87,464206.07
patient29,88,903183.02
patient29,89,1077697.28
patient29,90,875844.40
patient29,91,1286100.54
patient29,92,1086759.80
patient29,93,-117152.87
patient29,94,442744.54
patient29,95,530080.66
patient29,96,1531097.39
patient29,97,1311464.56
patient29,98,1652788.34
patient29,99,406974.48
patient30,0,690255.97
patient30,1,117243.84
patient30,2,1469943.76
patient30,3,1603619.51
patient30,4,1787582.12
patient30,5,-70363.71
patient30,6,-113259.97
patient30,7,660658.36
patient30,8,562264.44
patient30,9,771136.44
patient30,10,-41296.56
patient30,11,1257459.81
patient30,12,1272320.28
patient30,13,-184250.80
patient30,14,528292.20
patient30,15,686933.59
patient30,16,1490252.07
patient30,17,141838.49
patient30,18,1609526.50
patient30,19,1099114.92
patient30,20,1767450.73
patient30,21,1638896.74
patient30,22,1023804.32
patient30,23,408200.18
patient30,24,552094.57
patient30,25,557836.52
patient30,26,441634.16
patient30,27,1494453.74
patient30,28,-69244.53
patient30,29,-88373.44
patient30,30,1568505.96
patient30,31,1167822.79
patient30,32,1525716.05
patient30,33,1620311.71
patient30,34,369505.14
patient30,35,1490431.30
patient30,36,-120705.77
patient30,37,1054185.29
patient30,38,1803649.28
patient30,39,1233793.11
patient30,40,121508.82
patient30,41,1519973.62
patient30,42,1592383.53
patient30,43,1593684.83
patient30,44,255839.98
patient30,45,142457.03
patient30,46,1840109.50
patient30,47,1905391.20
patient30,48,690883.47
patient30,49,1042793.19
patient30,50,923854.74
patient30,51,1547665.95
patient30,52,242760.32
patient30,53,-84710.94
patient30,54,25053.27
patient30,55,301869.19
patient30,56,726401.90
patient30,57,1705996.79
patient30,58,590914.86
patient30,59,299839.45
patient30,60,941761.09
patient30,61,1733639.65
patient30,62,1579852.37
patient30,63,1211140.56
patient30,64,1135498.66
patient30,65,1677977.53
patient30,66,1852204.01
patient30,67,1845603.01
patient30,68,1854645.95
patient30,69,1610698.80
patient30,70,1305806.09
patient30,71,941570.31
patient30,72,622548.57
patient30,73,899018.25
patient30,74,516601.82
patient30,75,1465887.38
patient30,76,1401196.56
patient30,77,1187877.23
patient30,78,1091640.70
patient30,79,852405.31
patient30,80,906741.10
patient30,81,822932.96
patient30,82,1722273.60
patient30,83,-20323.76
patient30,84,843098.30
patient30,85,1158806.61
patient30,86,1672361.14
patient30,87,1635645.97
patient30,88,1303631.62
patient30,89,224660.04
patient30,90,752964.52
patient30,91,-23374.14
patient30,92,1009772.33
patient30,93,1117926.52
patient30,94,295094.61
patient30,95,914896.99
patient30,96,363219.90
patient30,97,1785892.61
patient30,98,-113494.81
patient30,99,549154.74
patient31,0,1920912.57
patient31,1,233151.14
patient31,2,107369.57
patient31,3,762157.94
patient31,4,719066.10
patient31,5,-172131.94
patient31,6,336616.67
patient31,7,1150733.26
patient31,8,1270716.18
patient31,9,1545904.85
patient31,10,680875.65
patient31,11,672622.13
patient31,12,287866.47
patient31,13,1698614.25
patient31,14,1735527.25
patient31,15,1700011.79
patient31,16,-144227.04
patient31,17,1863758.32
patient31,18,215071.17
patient31,19,1193977.93
patient31,20,58810.08
patient31,21,99194.68
patient31,22,1530370.83
patient31,23,1858876.82
patient31,24,1514792.90
patient31,25,827778.45
patient31,26,722076.97
patient31,27,647194.57
patient31,28,1657622.70
patient31,29,609714.50
patient31,30,667538.22
patient31,31,258916.06
patient31,32,701904.71
patient31,33,239022.20
patient31,34,-59517.52
patient31,35,-111556.80
patient31,36,1233997.98
patient31,37,953985.22
patient31,38,1686779.17
patient31,39,1082590.43
patient31,40,-6370.12
patient31,41,1261125.19
patient31,42,501488.79
patient31,43,1831168.60
patient31,44,1769486.38
patient31,45,595731.63
patient31,46,1546912.92
patient31,47,653594.03
patient31,48,1065588.27
patient31,49,1461727.19
patient31,50,1328136.58
patient31,51,287861.36
patient31,52,881977.02
patient31,53,1508988.04
patient31,54,1687471.06
patient31,55,1983949.17
patient31,56,1885128.65
patient31,57,1116794.16
patient31,58,1623013.82
patient31,59,807398.53
patient31,60,1235134.80
patient31,61,-15699.34
patient31,62,1576071.82
patient31,63,916288.82
patient31,64,509157.27
patient31,65,1185813.42
patient31,66,482850.92
patient31,67,1797040.06
patient31,68,189641.74
patient31,69,594144.38
patient31,70,1387412.84
patient31,71,1827700.04
patient31,72,1954441.38
patient31,73,1139213.04
patient31,74,1300642.54
patient31,75,758599.87
patient31,76,1768953.81
patient31,77,1605558.61
patient31,78,-153751.58
patient31,79,1616892.08
patient31,80,1122644.00
patient31,81,194458.59
patient31,82,818578.62
patient31,83,256383.84
patient31,84,13950.39
patient31,85,578143.10
patient31,86,1294829.96
patient31,87,421706.47
patient31,88,455277.69
patient31,89,41148.94
patient31,90,381468.89
patient31,91,1844150.29
patient31,92,330086.42
patient31,93,767969.85
patient31,94,321687.43
patient31,95,1856771.44
patient31,96,1700667.22
patient31,97,77058.15
patient31,98,1237037.29
patient31,99,1769108.21
patient32,0,1826844.31
patient32,1,1910014.56
patient32,2,575344.46
patient32,3,555608.05
patient32,4,-126540.64
patient32,5,-140042.94
patient32,6,617159.29
patient32,7,729932.34
patient32,8,902345.38
patient32,9,198788.48
patient32,10,133889.62
patient32,11,23797.60
patient32,12,852671.93
patient32,13,-77377.11
patient32,14,1372528.92
patient32,15,1914590.47
patient32,16,973244.04
patient32,17,1456522.92
patient32,18,1897075.24
patient32,19,1850258.61
patient32,20,1523631.62
patient32,21,1121500.73
patient32,22,-67354.04
patient32,23,1775087.64
patient32,24,252985.75
patient32,25,1224774.87
patient32,26,-136290.56
patient32,27,1747468.34
patient32,28,25165.99
patient32,29,634772.82
patient32,30,1972431.90
patient32,31,222475.03
patient32,32,1930446.80
patient32,33,202502.84
patient32,34,681653.49
patient32,35,1684579.99
patient32,36,1060713.82
patient32,37,504267.10
patient32,38,1331925.38
patient32,39,519043.91
patient32,40,805580.83
patient32,41,37884.58
patient32,42,261852.54
patient32,43,1675605.59
patient32,44,925467.96
patient32,45,-154135.64
patient32,46,1596011.65
patient32,47,1163462.68
patient32,48,-20537.90
patient32,49,224255.36
patient32,50,818050.00
patient32,51,300807.61
patient32,52,942691.78
patient32,53,318650.13
patient32,54,1404122.16
patient32,55,882726.06
patient32,56,918858.66
patient32,57,402715.68
patient32,58,671811.43
patient32,59,1208036.40
patient32,60,1450744.15
patient32,61,336374.43
patient32,62,1483295.16
patient32,63,1567914.66
patient32,64,1379805.43
patient32,65,1642065.03
patient32,66,1974728.58
patient32,67,763202.69
patient32,68,385253.24
patient32,69,1046102.73
patient32,70,1035605.85
patient32,71,122031.44
patient32,72,1947494.88
patient32,73,254860.72
patient32,74,-147729.58
patient32,75,1371139.55
patient32,76,1752098.73
patient32,77,369005.67
patient32,78,1027800.89
patient32,79,1964127.43
patient32,80,1237842.81
patient32,81,2003136.04
patient32,82,1377005.82
patient32,83,1172521.37
patient32,84,954627.81
patient32,85,-40114.41
patient32,86,-32360.84
patient32,87,1691763.23
patient32,88,-112817.81
patient32,89,1677755.97
patient32,90,1749733.44
patient32,91,299273.75
patient32,92,1191373.67
patient32,93,868440.13
patient32,94,738685.87
patient32,95,700178.98
patient32,96,338167.93
patient32,97,95944.44
patient32,98,1981808.89
patient32,99,605752.84
patient33,0,1464619.47
patient33,1,1559791.27
patient33,2,-120648.25
patient33,3,750520.51
patient33,4,-55532.63
patient33,5,1550557.31
patient33,6,926352.78
patient33,7,1737530.46
patient33,8,618768.65
patient33,9,1191797.65
patient33,10,1711255.97
patient33,11,496380.21
patient33,12,1689911.56
patient33,13,1319995.82
patient33,14,654641.84
patient33,15,511423.22
patient33,16,1026521.04
patient33,17,1595392.40
patient33,18,1837796.53
patient33,19,1363934.09
patient33,20,-74210.47
patient33,21,1782900.18
patient33,22,443474.11
patient33,23,129573.97
patient33,24,1155937.48
patient33,25,1273887.29
patient33,26,684897.43
patient33,27,621116.77
patient33,28,1627634.90
patient33,29,1186627.78
patient33,30,1723266.13
patient33,31,1248191.54
patient33,32,406763.13
patient33,33,1674582.97
patient33,34,329022.05
patient33,35,1678788.30
patient33,36,174110.04
patient33,37,59084.02
patient33,38,880656.29
patient33,39,1317910.09
patient33,40,-148233.41
patient33,41,1314259.03
patient33,42,1977122.03
patient33,43,422084.19
patient33,44,230497.65
patient33,45,1008615.38
patient33,46,1324382.09
patient33,47,758718.65
patient33,48,912570.66
patient33,49,38745.45
patient33,50,818633.79
patient33,51,385101.45
patient33,52,-10479.63
patient33,53,840065.58
patient33,54,918793.10
patient33,55,1937262.81
patient33,56,1098830.08
patient33,57,736914.32
patient33,58,840561.34
patient33,59,812027.63
patient33,60,1338264.97
patient33,61,2000923.14
patient33,62,398113.30
patient33,63,1132734.77
patient33,64,859980.06
patient33,65,902503.38
patient33,66,1197516.37
patient33,67,977883.48
patient33,68,1324640.41
patient33,69,1392033.23
patient33,70,586378.80
patient33,71,-69504.85
patient33,72,784134.12
patient33,73,1080613.61
patient33,74,43247.67
patient33,75,663398.79
patient33,76,1580964.22
patient33,77,244747.63
patient33,78,1151506.69
patient33,79,628911.21
patient33,80,596836.36
patient33,81,1549917.28
patient33,82,299426.47
patient33,83,561734.89
patient33,84,1322689.54
patient33,85,154736.23
patient33,86,1368691.31
patient33,87,1788391.26
patient33,88,-4096.28
patient33,89,1843560.34
patient33,90,-33643.62
patient33,91,1379469.25
patient33,92,1611522.85
patient33,93,775183.45
patient33,94,1540095.35
patient33,95,966622.90
patient33,96,713214.61
patient33,97,297061.11
patient33,98,1106504.30
patient33,99,198313.48
patient34,0,405510.53
patient34,1,1560920.81
patient34,2,698531.41
patient34,3,737048.43
patient34,4,1001782.63
patient34,5,1138907.26
patient34,6,1296165.02
patient34,7,1667811.20
patient34,8,1667918.37
patient34,9,-116830.42
patient34,10,223838.17
patient34,11,1681849.59
patient34,12,1550465.68
patient34,13,950825.38
patient34,14,-153410.85
patient34,15,886176.77
patient34,16,1705501.93
patient34,17,57686.46
patient34,18,968121.70
patient34,19,676154.20
patient34,20,856535.48
patient34,21,914822.55
patient34,22,-167008.20
patient34,23,226237.32
patient34,24,1646442.45
patient34,25,1911098.57
patient34,26,1350963.57
patient34,27,1746630.21
patient34,28,1477423.85
patient34,29,1967163.41
patient34,30,-12015.71
patient34,31,1335029.83
patient34,32,48394.77
patient34,33,335083.95
patient34,34,226016.94
patient34,35,387674.86
patient34,36,506423.70
patient34,37,1971857.82
patient34,38,1671662.02
patient34,39,-162026.60
patient34,40,471337.59
patient34,41,569517.49
patient34,42,-95965.22
patient34,43,1019728.45
patient34,44,-152241.23
patient34,45,1927264.25
patient34,46,915878.82
patient34,47,582972.95
patient34,48,-157667.94
patient34,49,1318891.12
patient34,50,945865.78
patient34,51,1488641.31
patient34,52,806310.05
patient34,53,490357.40
patient34,54,721123.01
patient34,55,104326.14
patient34,56,-156085.15
patient34,57,1482890.46
patient34,58,1468244.89
patient34,59,451425.34
patient34,60,1785899.38
patient34,61,1551150.48
patient34,62,1577168.26
patient34,63,1722457.49
patient34,64,1430979.13
patient34,65,1014404.63
patient34,66,1371541.03
patient34,67,112666.34
patient34,68,1631513.43
patient34,69,366275.13
patient34,70,502750.30
patient34,71,1024380.70
patient34,72,1072450.77
patient34,73,538529.52
patient34,74,432892.51
patient34,75,1121409.53
patient34,76,1944124.71
patient34,77,1934556.25
patient34,78,622360.87
